4,1,1,3,2,1,4,4,2,3,4,2,3,1,5,3,2,1,1,1,2,5,3,4,5,1,1,3,4,1,3,1,3,3,5,2,3,3,4,2,5,5,4,5,1,5,2,4,5,5,3,1,5,5,3,2,1,1,1,1,2,2,24,2
2,3,1,2,3,5,4,3,1,3,3,3,1,5,5,1,3,2,4,3,3,5,4,3,3,3,3,5,3,2,2,1,3,4,3,3,3,3,2,4,5,3,1,2,3,3,4,3,4,3,4,2,4,3,3,5,2,1,2,2,4,4,22,1
3,1,4,2,3,3,4,4,2,3,4,3,1,4,5,5,5,1,3,1,2,5,3,3,5,4,4,2,4,2,3,3,3,3,2,4,3,2,2,4,4,1,4,4,3,4,4,4,2,3,4,5,5,3,2,2,3,4,3,4,2,4,20,1
5,2,5,4,5,2,3,5,1,5,2,2,5,3,5,4,5,2,5,2,3,5,5,4,5,5,5,4,2,3,2,1,2,1,2,4,5,4,3,1,5,5,5,5,5,5,5,2,4,1,3,4,5,5,4,3,5,5,4,5,5,5,19,1
3,3,5,2,4,1,5,4,5,4,3,2,1,5,2,5,3,1,3,1,3,4,4,2,4,3,5,2,4,1,4,2,3,2,3,4,4,2,2,2,4,4,4,3,4,4,5,4,3,1,3,2,2,2,4,2,5,1,3,3,1,2,20,1
3,4,4,4,5,4,4,4,3,5,5,2,1,4,5,5,4,2,4,3,4,5,5,4,5,2,3,5,4,3,4,1,3,4,4,4,3,3,3,3,5,4,2,4,5,3,4,4,3,5,4,3,4,5,5,5,4,4,4,4,4,3,22,1
3,3,3,4,3,3,4,2,2,4,3,1,1,1,2,3,3,1,4,3,3,5,4,3,2,4,2,4,4,2,3,1,3,3,3,3,2,3,3,4,4,2,2,4,4,2,3,3,3,1,3,3,1,3,4,3,4,3,3,3,2,3,19,1
4,3,4,3,4,2,4,4,4,2,4,2,5,2,3,2,5,2,5,1,4,3,4,3,5,3,1,2,4,2,5,2,3,3,5,2,5,4,2,4,4,5,1,5,4,4,1,5,5,5,5,2,5,5,3,3,4,5,3,4,1,5,20,2
4,5,5,5,5,2,3,4,2,5,4,2,2,4,3,5,4,2,5,1,4,5,5,3,5,4,3,4,3,2,4,3,3,3,3,4,5,4,3,4,4,4,4,4,5,5,5,4,4,2,4,3,4,4,3,4,3,1,4,3,2,4,19,1
1,2,2,1,3,3,4,4,5,5,4,2,5,3,1,3,3,1,2,2,4,4,4,2,5,4,3,5,3,2,4,2,4,2,3,3,4,3,3,5,3,4,3,3,3,5,3,4,3,3,3,2,3,4,3,2,3,5,4,4,4,4,25,2
3,3,4,3,4,4,4,5,2,3,1,2,1,4,4,2,3,1,5,2,3,4,5,2,3,2,3,5,3,2,3,2,3,3,3,4,3,3,2,1,4,4,3,3,4,3,4,4,4,3,3,3,3,3,3,4,3,3,2,2,2,2,22,1
3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,5,1,5,1,1,5,5,1,5,1,1,3,3,1,5,2,2,2,5,2,2,4,2,3,3,4,1,3,4,3,3,4,5,1,4,1,5,5,3,1,3,1,4,5,1,1,20,1
5,2,2,3,1,1,5,5,2,4,4,2,2,1,5,5,5,2,4,2,3,4,5,3,4,2,1,1,4,4,4,1,3,3,5,3,3,3,5,1,4,5,2,5,4,5,4,5,5,2,3,4,1,5,4,2,2,2,1,1,2,4,27,1
5,3,1,5,3,5,4,4,4,5,5,1,1,3,5,4,3,1,2,2,3,1,3,2,2,2,4,5,4,4,4,1,3,4,3,2,3,4,3,3,3,4,1,4,4,4,1,3,5,3,3,5,2,3,2,3,3,4,3,3,1,2,20,2
3,2,1,1,2,1,5,3,2,3,4,1,1,3,5,1,5,1,4,2,5,5,4,3,5,3,1,5,4,1,3,2,3,1,5,2,3,2,3,5,3,3,2,3,5,3,3,5,5,3,3,3,5,2,3,3,5,3,5,3,1,3,19,1
3,3,3,3,4,3,5,5,4,5,2,4,1,3,3,4,4,1,5,4,3,5,5,2,4,3,1,1,4,4,2,1,2,2,3,4,4,1,3,4,5,2,3,1,5,2,4,4,3,3,4,3,2,3,5,5,4,4,4,3,2,3,18,1
5,2,2,2,4,2,5,4,5,5,5,1,5,4,3,3,5,1,5,3,5,5,5,3,3,3,3,1,3,1,1,1,3,1,2,5,3,1,3,5,2,3,2,3,3,1,1,4,5,5,3,5,3,5,3,3,5,5,4,3,3,3,21,2
3,1,5,3,5,3,4,5,1,4,2,2,1,4,5,3,5,1,5,5,3,5,5,4,4,3,3,5,3,1,2,3,2,3,4,3,5,1,1,4,5,1,2,1,5,3,4,3,1,2,4,5,4,2,4,5,5,1,1,1,1,1,23,1
2,5,1,3,3,3,4,4,3,3,5,3,1,3,1,4,2,5,3,1,1,4,5,4,3,3,5,3,3,1,1,1,3,2,3,4,4,3,3,2,3,3,3,4,5,5,5,3,5,3,4,2,2,5,3,3,5,3,1,3,3,2,21,1
4,1,1,2,4,3,5,3,4,2,3,3,3,2,1,3,4,3,3,1,4,4,3,3,3,3,3,2,4,3,3,1,2,3,4,2,4,1,2,2,1,5,5,3,3,2,3,3,3,1,3,2,2,1,1,3,5,1,1,5,2,2,26,1
3,1,4,4,5,1,3,4,5,1,4,1,1,3,1,5,3,1,4,1,1,1,1,1,2,1,1,3,4,1,3,3,1,3,5,2,3,5,2,5,4,3,3,2,3,5,2,5,4,5,3,1,2,4,3,3,1,1,1,1,1,3,20,2
3,4,2,3,5,3,5,5,3,5,4,1,1,2,1,3,3,1,5,2,4,5,5,3,1,2,2,4,4,3,3,1,3,5,4,1,3,2,2,1,3,2,2,4,4,4,2,4,3,1,4,5,3,4,2,5,4,1,2,2,4,3,19,1
3,4,5,5,4,2,5,5,3,5,3,2,3,3,4,5,3,2,4,3,4,3,3,3,5,3,3,1,3,3,4,2,2,2,4,3,3,4,4,2,4,4,4,5,3,3,3,4,5,1,3,4,4,4,3,3,5,5,5,5,5,5,20,1
5,4,5,3,3,3,4,5,2,5,3,1,3,3,5,2,5,3,5,3,5,5,5,4,5,4,3,5,3,3,5,1,2,2,1,3,4,3,3,1,5,4,3,5,2,4,5,4,4,2,3,2,1,4,3,4,4,3,3,5,3,4,25,1
5,5,5,5,5,5,5,5,4,5,5,5,4,5,1,5,5,5,1,4,1,5,999,4,1,5,5,3,2,2,2,1,1,2,5,2,5,5,4,5,4,4,3,4,5,5,2,4,2,1,2,5,1,5,1,4,5,4,4,5,4,5,27,2
3,3,3,2,3,5,5,5,3,5,999,1,3,4,1,3,3,1,3,2,4,3,5,2,4,3,3,3,5,3,5,2,3,2,5,2,3,3,3,2,5,3,3,3,2,1,2,4,5,3,4,2,5,5,4,3,3,3,3,4,3,2,21,1
3,4,5,3,3,1,4,4,2,5,3,2,1,3,2,3,3,1,4,2,4,2,2,2,4,5,2,2,3,1,4,2,3,1,2,4,4,2,4,3,3,5,5,4,5,3,2,4,4,1,4,2,3,3,3,3,4,4,4,4,3,3,19,1
3,5,4,4,3,3,5,5,3,2,3,4,2,2,5,5,5,1,4,2,4,4,4,5,5,5,2,1,4,2,2,1,2,3,4,3,4,4,3,1,3,5,3,5,3,5,2,4,5,4,4,3,1,3,3,4,4,3,3,3,3,4,20,1
2,1,3,3,2,1,3,3,3,4,4,2,2,3,1,3,3,1,4,2,3,4,3,4,4,2,4,2,3,1,4,1,3,2,3,4,3,2,3,3,2,2,4,3,5,3,2,3,3,3,3,3,2,3,3,4,5,1,3,3,5,2,20,1
3,2,4,2,5,2,3,4,4,3,2,4,5,5,4,5,5,3,4,1,2,4,4,3,3,4,1,5,3,2,3,3,2,2,5,4,4,2,3,4,4,3,3,4,4,4,4,4,3,2,3,4,3,4,3,4,2,3,2,4,2,4,19,1
3,5,4,5,4,4,5,5,2,5,4,1,2,3,5,3,3,1,5,1,5,5,1,2,4,3,1,5,3,3,3,2,3,2,4,3,4,3,3,4,5,5,4,4,3,3,4,4,5,3,3,5,2,4,4,5,4,1,2,2,2,3,19,1
1,2,1,3,4,3,3,4,5,4,5,2,2,4,4,3,5,2,5,3,3,4,4,3,3,4,1,5,3,3,5,1,3,2,4,3,4,3,3,3,3,4,3,3,3,3,3,2,3,5,3,1,4,4,3,1,1,1,1,5,1,4,21,1
3,3,5,2,5,3,5,5,1,5,1,1,1,3,5,3,5,1,5,5,5,3,5,3,5,3,5,5,3,1,5,2,2,1,4,2,1,5,2,1,5,5,2,2,2,5,2,4,5,4,3,3,5,5,4,3,5,3,3,1,2,1,18,1
2,1,2,4,5,1,5,5,3,3,5,1,4,3,3,4,5,1,5,3,4,5,4,3,3,3,3,3,3,3,5,2,3,3,5,2,4,5,4,5,5,3,1,5,3,3,3,3,5,4,3,3,3,5,3,3,2,2,2,4,3,5,21,1
3,4,2,3,3,2,4,4,4,4,4,3,1,5,3,5,5,4,4,2,2,5,5,3,2,4,5,3,2,2,4,1,3,1,3,4,2,1,4,3,2,4,5,3,4,3,2,4,2,3,3,2,3,3,2,5,3,3,3,4,3,3,23,1
2,3,3,5,4,3,5,5,5,5,3,2,2,5,3,5,5,3,5,3,4,5,5,5,4,4,1,1,3,3,5,3,3,3,2,3,4,3,3,4,5,3,3,4,3,3,3,4,3,5,3,2,5,5,3,3,3,3,5,5,3,3,20,1
2,3,3,2,5,2,4,5,2,3,1,2,1,5,4,5,5,3,4,1,4,5,4,2,5,5,5,4,4,2,4,2,3,1,2,3,4,2,2,3,2,3,4,1,5,5,5,3,2,2,3,2,5,1,5,5,3,4,5,5,2,4,21,1
4,5,5,4,5,3,5,5,1,5,999,4,3,5,4,5,5,4,4,4,2,5,5,5,4,5,4,1,3,1,3,3,4,1,2,5,5,3,1,1,4,2,1,4,3,5,3,4,2,4,3,1,3,3,4,5,4,2,4,2,2,5,19,2
5,4,4,4,4,1,5,4,5,3,4,5,1,1,5,4,1,4,1,2,1,1,5,3,5,4,4,4,4,2,2,1,4,2,1,3,4,2,3,5,3,5,1,2,5,5,2,3,3,3,3,3,5,5,3,1,4,3,3,2,2,4,22,2
4,1,2,5,4,3,5,4,4,4,4,4,3,4,5,5,4,4,5,3,2,3,5,4,4,4,3,3,3,3,3,2,3,2,5,4,4,2,1,2,3,2,3,3,5,3,1,4,3,1,2,3,4,5,3,5,1,2,3,1,1,4,23,2
2,4,3,3,4,1,4,3,1,3,3,1,5,3,5,4,5,3,5,1,3,5,3,4,5,5,3,2,3,3,3,2,2,2,3,3,4,3,4,3,3,4,4,5,1,4,4,3,3,1,3,2,4,3,4,2,5,5,4,4,4,5,23,2
1,4,3,5,5,4,5,5,1,3,5,1,5,4,4,4,5,1,5,5,3,4,4,1,4,4,3,1,4,1,5,2,2,2,3,1,4,3,2,4,3,4,2,5,3,2,1,3,5,5,3,1,3,5,4,3,3,3,3,3,2,3,23,2
4,3,3,3,3,1,5,4,3,999,3,2,4,3,3,2,4,1,2,1,3,3,4,2,5,3,1,3,3,2,5,2,3,4,4,3,5,2,3,1,3,4,2,3,3,3,1,4,4,3,3,4,4,5,3,3,2,5,999,4,4,5,22,2
3,1,1,3,5,5,3,3,4,4,5,2,1,5,1,5,5,1,5,1,2,5,5,1,2,5,5,4,3,1,3,3,2,1,3,5,5,5,3,2,3,4,4,5,4,4,5,4,4,2,3,3,5,1,4,1,5,5,5,5,5,5,18,1
2,1,2,3,3,2,2,4,5,3,3,3,5,2,1,1,4,1,2,3,3,3,4,3,5,2,5,5,4,1,3,1,4,2,1,4,3,4,3,2,2,5,4,3,5,3,1,3,3,4,3,3,5,3,3,1,2,3,5,3,5,2,17,2
2,3,1,3,3,1,2,5,3,5,2,3,1,3,5,3,3,1,3,4,3,2,2,3,5,3,3,4,3,1,3,1,3,2,4,3,2,3,3,2,3,3,2,5,3,2,3,4,4,5,4,1,3,2,3,3,3,3,2,2,4,5,20,2
3,3,2,5,4,4,4,5,2,5,3,2,1,2,5,5,4,1,5,3,3,3,4,2,1,2,1,4,4,2,4,1,2,2,4,3,3,3,2,2,3,5,3,3,3,3,3,5,4,2,4,3,1,4,2,3,3,2,3,2,1,3,24,1
2,1,4,4,2,5,3,4,4,5,5,2,1,1,5,5,3,3,1,1,5,4,2,4,5,2,5,5,3,1,2,1,3,3,1,4,3,2,3,3,4,2,4,5,5,4,3,4,3,2,3,3,4,1,2,1,3,3,4,4,4,4,18,1
2,4,3,5,3,1,3,3,1,5,1,3,2,5,4,5,4,4,2,4,4,4,3,3,1,4,3,5,2,5,3,3,4,4,4,4,2,4,5,1,3,4,3,5,2,5,3,3,5,2,4,3,3,3,4,1,4,3,3,1,4,3,20,1
2,4,2,3,2,3,3,5,1,3,2,2,2,2,3,4,4,2,3,1,3,3,3,3,1,3,3,3,3,3,4,2,1,2,3,3,3,3,3,1,4,3,3,3,4,4,3,5,4,4,4,3,3,4,5,3,3,2,3,3,3,3,17,2
3,4,2,4,4,2,4,4,3,3,5,3,4,5,5,4,3,1,3,1,4,3,4,3,4,5,3,4,3,3,3,3,3,2,4,3,4,3,3,3,3,5,3,4,5,4,1,4,5,3,4,3,3,4,3,4,3,2,2,2,1,5,20,2
2,999,4,2,3,3,4,3,1,5,4,4,4,4,2,2,3,1,5,2,3,5,5,5,5,4,5,5,3,2,5,2,4,2,3,3,4,4,3,3,5,3,4,3,5,3,5,3,4,4,3,4,2,3,3,3,2,2,2,2,2,3,28,1
3,5,2,1,3,4,5,4,3,4,5,4,1,4,1,3,3,2,4,2,2,5,2,3,5,5,3,5,4,3,4,2,4,1,5,2,3,3,4,3,4,3,3,4,5,3,3,5,3,3,3,1,5,3,4,3,5,4,4,4,2,2,21,2
5,5,4,4,5,5,5,5,1,1,1,1,5,4,5,5,5,1,1,5,1,4,5,3,2,2,3,5,3,3,2,2,3,2,4,5,4,2,2,3,4,4,3,4,4,4,1,3,2,1,3,1,1,1,4,5,2,5,1,5,1,1,22,2
4,3,4,4,5,3,4,5,1,5,2,1,1,2,1,4,5,4,4,2,2,3,5,2,3,5,1,5,3,4,5,2,3,2,5,2,5,3,2,2,3,3,2,4,1,3,1,4,3,5,3,3,4,5,3,3,4,4,4,4,4,5,20,2
4,4,4,4,4,4,5,5,2,4,4,1,2,5,1,2,5,1,4,1,2,999,4,2,5,4,2,5,3,999,4,2,3,1,3,3,3,3,2,1,5,3,4,3,5,2,4,4,5,2,3,2,4,5,4,2,2,2,2,2,2,4,18,2
3,2,4,4,3,1,3,3,5,4,4,1,1,2,5,3,3,1,5,1,3,5,5,1,3,4,3,1,3,1,4,3,3,3,5,3,4,3,4,4,4,3,4,2,5,2,2,4,5,4,3,5,3,5,4,1,5,5,4,5,2,5,21,1
1,3,5,5,5,1,5,5,1,4,2,1,1,5,3,4,5,1,5,3,4,5,5,2,1,3,1,1,3,4,3,3,1,4,4,3,3,4,2,3,5,4,2,2,4,5,5,5,5,4,3,5,4,5,4,4,1,1,2,2,3,5,24,1
2,1,1,3,1,3,3,2,1,1,2,3,1,1,5,5,2,1,4,3,2,5,4,3,5,3,1,2,3,1,3,3,3,2,4,3,3,2,3,4,5,5,2,1,5,5,5,4,3,2,4,3,5,3,4,4,4,3,2,5,2,5,21,1
4,1,1,2,2,2,4,3,2,4,3,2,1,5,5,3,5,3,5,3,5,5,4,3,5,4,4,3,3,2,4,3,3,1,2,3,4,3,4,4,4,4,3,4,5,4,2,3,4,3,4,2,5,4,3,3,4,1,2,3,1,3,19,1
3,3,3,4,4,3,4,4,3,4,3,1,3,3,4,3,4,1,4,2,3,4,5,3,2,2,2,1,3,2,5,1,3,2,5,2,4,4,4,1,4,4,2,4,2,3,2,4,5,1,4,4,4,5,3,3,1,4,3,2,3,3,22,2
1,1,2,2,2,1,3,2,3,4,2,2,3,4,1,4,5,1,2,5,2,5,5,5,4,2,3,5,3,1,1,3,3,3,1,4,4,1,3,2,3,5,3,1,5,1,5,3,2,4,3,5,5,3,3,3,3,1,2,3,5,5,18,1
1,3,5,3,3,3,5,4,1,3,5,2,2,2,5,1,4,1,5,1,5,5,5,2,5,5,5,4,3,3,4,2,3,3,5,5,5,3,3,1,5,5,5,3,3,3,5,3,4,1,3,4,5,3,2,3,3,1,3,5,5,5,22,1
1,4,5,5,5,5,5,5,5,3,4,4,5,1,5,4,4,2,5,3,3,5,4,3,5,5,5,4,5,1,5,3,4,2,5,3,5,5,3,3,5,4,4,3,4,1,2,5,4,5,4,3,5,5,4,1,4,5,4,5,4,5,19,1
2,1,2,4,3,2,4,5,3,4,4,3,4,3,1,4,5,3,3,2,4,4,5,3,1,3,1,4,3,3,4,3,3,2,3,3,3,1,3,5,4,3,3,3,4,5,2,3,3,2,3,3,5,4,2,2,4,4,4,2,5,4,22,2
5,2,4,4,5,5,4,4,1,5,4,4,2,5,5,4,4,1,4,3,2,3,4,4,2,2,3,5,4,3,3,3,3,2,5,3,4,4,3,4,3,2,1,2,4,4,1,4,3,3,3,4,5,3,4,2,1,4,2,1,1,1,24,2
5,4,3,4,3,1,4,4,1,4,3,1,2,3,2,4,5,1,5,1,5,3,4,1,5,3,2,5,3,1,3,1,3,2,4,3,4,3,3,2,5,5,3,4,3,4,4,4,5,3,3,3,2,3,3,2,5,3,4,5,4,4,18,1
5,1,5,5,5,1,3,3,5,5,4,1,1,5,5,5,5,4,5,4,3,5,5,5,5,5,1,5,3,3,3,1,1,1,1,5,3,4,1,5,5,3,5,1,5,1,1,2,1,1,3,4,5,1,5,1,5,5,3,2,2,2,21,1
4,3,2,3,4,4,4,4,2,5,4,3,2,5,5,4,3,4,5,4,2,5,5,3,3,4,3,5,3,3,3,1,2,2,3,3,4,2,3,3,5,5,5,3,4,5,5,3,3,1,3,4,3,3,4,4,2,2,2,3,3,3,22,1
1,1,1,1,1,4,3,5,2,3,3,2,1,5,3,4,4,1,5,4,4,2,1,3,5,4,5,5,4,3,3,3,3,1,3,3,3,2,3,4,3,1,4,3,2,4,5,4,5,3,3,2,5,3,3,1,3,4,5,4,3,3,19,1
3,3,5,5,5,5,3,5,3,5,3,1,1,5,1,3,3,3,5,3,3,1,2,2,5,3,3,5,3,2,3,3,3,1,4,999,3,5,3,3,4,4,5,5,5,5,2,5,5,1,3,3,5,4,4,5,5,5,5,3,2,2,18,1
2,2,4,2,5,5,4,5,5,4,3,3,1,3,2,5,4,1,3,3,2,5,5,4,2,2,3,5,4,3,4,2,3,2,5,3,4,5,5,4,5,4,3,4,1,4,3,4,3,5,3,3,2,5,4,4,4,4,2,3,4,4,19,1
2,1,1,2,1,1,2,4,1,1,4,2,4,2,2,999,1,1,2,4,1,2,4,3,5,1,1,5,2,1,5,2,1,5,5,2,2,3,2,1,3,5,1,3,2,3,1,5,5,5,5,3,3,5,2,4,1,3,4,2,4,3,24,2
2,2,1,1,3,2,3,3,4,4,3,2,4,2,4,2,4,2,2,4,2,5,3,2,5,4,3,1,2,1,2,3,3,2,3,4,4,4,2,2,2,4,4,4,5,2,1,3,3,4,3,2,4,2,1,3,5,4,2,3,5,2,21,2
5,1,5,2,3,1,4,5,4,4,3,3,1,4,5,4,3,1,4,4,4,4,4,4,5,2,3,3,4,3,4,3,2,1,3,2,4,2,3,4,3,3,3,4,4,4,3,4,3,2,4,3,5,3,2,1,4,5,5,4,5,4,21,2
1,1,1,2,4,5,3,5,1,5,5,1,2,3,1,3,3,1,5,1,1,3,3,2,2,2,4,5,4,1,3,1,3,4,5,2,2,2,2,5,1,1,2,1,5,1,1,4,4,4,3,4,5,1,2,1,1,1,5,1,4,1,19,2
1,1,1,3,2,1,4,5,5,3,4,4,5,1,5,4,3,1,4,4,1,2,5,5,5,1,5,5,4,2,2,2,3,4,5,5,2,3,4,3,5,5,2,4,2,3,1,3,3,3,3,1,1,5,3,2,1,1,5,1,5,2,19,2
1,1,2,2,3,3,5,5,3,3,4,2,1,3,1,5,5,3,5,3,1,5,3,5,5,3,2,5,3,1,4,3,1,5,5,5,5,3,2,3,4,3,1,3,2,2,1,3,3,3,4,3,5,5,1,3,4,4,3,1,1,5,22,2
3,4,5,2,4,4,5,5,2,2,2,2,1,4,4,4,5,1,5,1,3,5,5,3,2,4,2,3,3,1,2,2,2,3,4,4,3,4,4,5,4,3,3,4,4,2,5,4,3,3,4,3,2,2,4,4,4,2,2,2,3,4,18,1
1,5,5,3,4,4,4,5,1,5,4,1,1,5,5,2,4,1,5,1,5,3,5,3,3,1,1,5,4,2,5,2,2,3,3,1,5,4,5,1,5,3,2,3,4,2,5,5,5,3,4,4,5,3,4,4,4,1,2,4,3,3,21,1
3,1,1,4,4,4,2,2,4,4,4,2,1,1,1,4,4,4,4,1,1,3,5,3,5,2,3,5,4,3,4,3,3,3,4,4,4,3,4,4,3,2,4,3,4,1,1,4,3,4,4,2,3,3,3,2,2,2,4,2,3,5,18,2
4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,999,3,3,3,3,3,4,4,5,3,1,2,4,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,1
5,4,1,4,5,5,5,2,5,5,4,2,1,1,5,5,5,1,5,1,1,1,2,2,4,4,1,5,3,1,2,3,3,1,5,3,5,5,4,4,2,4,2,4,2,4,2,5,4,1,4,4,1,4,5,4,5,1,5,5,5,5,22,2
5,4,2,4,5,1,5,5,1,1,3,5,1,4,5,5,5,1,3,1,1,5,3,1,2,1,1,1,4,3,3,2,4,2,5,3,4,3,1,2,3,2,2,5,2,5,1,5,5,4,3,3,4,3,4,2,2,2,4,4,2,4,21,2
2,3,1,3,4,4,4,4,2,4,1,2,4,3,3,5,3,1,3,5,3,4,5,2,2,3,4,4,3,2,2,2,3,3,3,2,2,3,4,3,2,4,1,1,4,5,2,3,4,4,3,5,3,3,3,4,1,2,1,2,3,3,24,2
4,4,5,3,4,4,5,4,2,5,3,3,2,4,5,4,5,1,5,4,4,5,5,4,5,2,5,4,3,2,4,1,2,2,4,5,3,3,3,3,4,4,3,3,5,3,3,4,4,3,3,2,3,4,3,4,2,1,3,2,4,2,19,2
5,1,3,5,3,1,5,2,1,5,5,2,4,1,4,4,5,1,3,1,5,5,2,1,5,3,1,5,3,1,5,2,2,1,1,5,3,1,1,3,3,2,5,3,4,3,4,5,5,5,3,4,1,5,5,1,1,3,3,3,3,5,18,1
1,2,3,2,2,1,4,5,3,4,2,5,1,2,3,2,4,1,5,2,1,5,4,5,2,1,4,3,2,2,1,1,3,3,2,5,4,1,4,3,4,4,4,2,1,3,5,2,3,4,4,2,2,1,2,1,3,4,2,3,3,3,17,1
